2	0	images/smilies/standard_smile.gif	:-)	1
6	0	images/smilies/standard_wink.gif	;-)	1
7	0	images/smilies/standard_razz.gif	:-P	1
8	0	images/smilies/standard_none.gif	:-|	1
9	0	images/smilies/standard_eek.gif	:eek:	1
11	0	images/smilies/standard_biggrin.gif	:-D	1
12	0	images/smilies/standard_cool.gif	:cool:	1
13	0	images/smilies/standard_sad.gif	:-(	1
14	0	images/smilies/standard_cry.gif	:cry:	1
15	0	images/smilies/standard_dead.gif	:dead:	1
16	0	images/smilies/standard_yes.gif	:yes:	1
17	0	images/smilies/standard_laugh.gif	:laugh:	1
18	0	images/smilies/standard_mad.gif	:mad:	1
19	0	images/smilies/standard_no.gif	:no:	1
20	0	images/smilies/standard_rolleyes.gif	:rolleyes:	1
21	0	images/smilies/standard_shy.gif	:shy:	1
22	0	images/smilies/standard_embarrassed.gif	:-O	1
23	0	images/smilies/standard_smilewinkgrin.gif	:smilewinkgrin:	1
24	0	images/smilies/standard_uhoh.gif	:uhoh:	1
25	0	images/smilies/standard_confused.gif	:confused:	1
26	0	images/smilies/standard_sleep.gif	:sleep:	1
27	0	images/smilies/standard_upset.gif	:upset:	1
28	1	images/postpics/note.gif		0
29	1	images/postpics/attention.gif		0
30	1	images/postpics/bad.gif		0
31	1	images/postpics/cool.gif		0
32	1	images/postpics/good.gif		0
33	1	images/postpics/grin.gif		0
34	1	images/postpics/idea.gif		0
35	1	images/postpics/mad.gif		0
36	1	images/postpics/question.gif		0
37	1	images/postpics/sad.gif		0
38	1	images/postpics/shy.gif		0
39	1	images/postpics/smile.gif		0
40	1	images/postpics/wink.gif		0
41	1	images/postpics/arrow.gif		0
